2020-10-28 14:46:56,812 [background-preinit] INFO   o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-10-28 14:46:58,048 [restartedMain] INFO   o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1187 ms
2020-10-28 14:46:58,167 [restartedMain] INFO   o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-10-28 14:46:58,208 [task-1] INFO   o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2020-10-28 14:46:58,214 [restartedMain] INFO   o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static org.springframework.context.ApplicationContext com.jiangwensi.mrbs.AppContext.context
2020-10-28 14:46:58,214 [restartedMain] DEBUG  com.jiangwensi.mrbs.AppContext - setApplicationContext is called
2020-10-28 14:46:58,236 [task-1] INFO   org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.20.Final
2020-10-28 14:46:58,289 [restartedMain] WARN   o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-10-28 14:46:58,318 [task-1] INFO   o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-10-28 14:46:58,374 [task-1] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-10-28 14:46:58,545 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/signUp', POST]
2020-10-28 14:46:58,547 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/verifyEmail', GET]
2020-10-28 14:46:58,547 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/requestResetForgottenPassword', POST]
2020-10-28 14:46:58,547 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/resetForgottenPassword', POST]
2020-10-28 14:46:58,547 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/resetPassword', POST]
2020-10-28 14:46:58,547 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'authenticated', for any request
2020-10-28 14:46:58,551 [restartedMain] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Validated configuration attributes
2020-10-28 14:46:58,551 [restartedMain] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Validated configuration attributes
2020-10-28 14:46:58,554 [restartedMain] INFO   o.s.s.w.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@143770e6, org.springframework.security.web.context.SecurityContextPersistenceFilter@46b6429a, org.springframework.security.web.header.HeaderWriterFilter@3c38e3ee, org.springframework.web.filter.CorsFilter@421f7c2b, org.springframework.security.web.authentication.logout.LogoutFilter@31e6cd33, com.jiangwensi.mrbs.security.LoginAuthenticationFilter@4d7a5276, com.jiangwensi.mrbs.security.JwtAuthenticationFilter@71ac484d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@23483cf, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7ff3adff, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5eb3b6de, org.springframework.security.web.session.SessionManagementFilter@66f3072d, org.springframework.security.web.access.ExceptionTranslationFilter@565203b6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@27117f7d]
2020-10-28 14:46:58,563 [restartedMain] DEBUG  o.s.s.a.i.a.MethodSecurityInterceptor - Validated configuration attributes
2020-10-28 14:46:58,960 [restartedMain] INFO   o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-10-28 14:46:58,973 [restartedMain] DEBUG  o.s.s.c.a.a.c.AuthenticationConfiguration$EnableGlobalAuthenticationAutowiredConfigurer - Eagerly initializing {webSecurityConfigurator=com.jiangwensi.mrbs.security.WebSecurityConfigurator$$EnhancerBySpringCGLIB$$fe525bf8@70c95d48}
2020-10-28 14:46:58,980 [restartedMain] INFO   o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-10-28 14:46:58,993 [restartedMain] INFO   o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-10-28 14:46:58,995 [restartedMain] INFO   o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-10-28 14:46:59,068 [task-1] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-10-28 14:46:59,076 [task-1] INFO   org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-10-28 14:46:59,648 [task-1] INFO   o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-10-28 14:46:59,652 [task-1] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-10-28 14:46:59,931 [restartedMain] INFO   o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-10-28 14:46:59,937 [restartedMain] INFO   c.j.m.MeetingRoomBookingSystemApplication - Started MeetingRoomBookingSystemApplication in 3.385 seconds (JVM running for 4.456)
2020-10-28 14:46:59,939 [restartedMain] DEBUG  c.j.mrbs.InitializeApplicationData - onApplicationEvent is called
2020-10-28 14:47:06,048 [http-nio-8080-exec-1] INFO   o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-10-28 14:47:06,048 [http-nio-8080-exec-1] INFO   o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-10-28 14:47:06,053 [http-nio-8080-exec-1] INFO   o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2020-10-28 14:47:06,060 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2020-10-28 14:47:06,060 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2020-10-28 14:47:06,062 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2020-10-28 14:47:06,063 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 4 of 13 in additional filter chain; firing Filter: 'CorsFilter'
2020-10-28 14:47:06,069 [http-nio-8080-exec-1] DEBUG  o.s.s.w.h.writers.HstsHeaderWriter - Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@990b8a9
2020-10-28 14:47:06,069 [http-nio-8080-exec-1] DEBUG  o.s.s.w.c.SecurityContextPersistenceFilter - SecurityContextHolder now cleared, as request processing completed
2020-10-28 14:47:06,072 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2020-10-28 14:47:06,072 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2020-10-28 14:47:06,072 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2020-10-28 14:47:06,072 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 4 of 13 in additional filter chain; firing Filter: 'CorsFilter'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 5 of 13 in additional filter chain; firing Filter: 'LogoutFilter'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', GET]
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'GET /logout'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', POST]
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/logout'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', PUT]
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'PUT /logout'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', DELETE]
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'DELETE /logout'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - No matches found
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 6 of 13 in additional filter chain; firing Filter: 'LoginAuthenticationFilter'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/login'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 7 of 13 in additional filter chain; firing Filter: 'JwtAuthenticationFilter'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 8 of 13 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2020-10-28 14:47:06,073 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 9 of 13 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2020-10-28 14:47:06,074 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 10 of 13 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2020-10-28 14:47:06,074 [http-nio-8080-exec-2] DEBUG  o.s.s.w.a.AnonymousAuthenticationFilter - Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@8c92c8c7: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2020-10-28 14:47:06,074 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 11 of 13 in additional filter chain; firing Filter: 'SessionManagementFilter'
2020-10-28 14:47:06,074 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 12 of 13 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2020-10-28 14:47:06,074 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 13 of 13 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2020-10-28 14:47:06,075 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/auth/signUp'
2020-10-28 14:47:06,075 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'GET /auth/verifyEmail'
2020-10-28 14:47:06,075 [http-nio-8080-exec-2] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/auth/requestResetForgottenPassword'
2020-10-28 14:47:06,075 [http-nio-8080-exec-2] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /auth/requestResetForgottenPassword; Attributes: [permitAll]
2020-10-28 14:47:06,075 [http-nio-8080-exec-2] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@8c92c8c7: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
2020-10-28 14:47:06,078 [http-nio-8080-exec-2] DEBUG  o.s.s.access.vote.AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@6bf964db, returned: 1
2020-10-28 14:47:06,078 [http-nio-8080-exec-2] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Authorization successful
2020-10-28 14:47:06,078 [http-nio-8080-exec-2] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - RunAsManager did not change Authentication object
2020-10-28 14:47:06,078 [http-nio-8080-exec-2] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword reached end of additional filter chain; proceeding with original chain
2020-10-28 14:47:06,129 [http-nio-8080-exec-2] INFO   com.jiangwensi.mrbs.utils.LogAspect - Before:com.jiangwensi.mrbs.controller.AuthController
2020-10-28 14:47:06,129 [http-nio-8080-exec-2] INFO   com.jiangwensi.mrbs.utils.LogAspect - [RequestResetForgottenPasswordRequest{email='jiangwensi@hotmail.com', returnUrl='http://localhost:3000/resetForgottenPassword'}]
2020-10-28 14:47:06,294 [http-nio-8080-exec-2] DEBUG  o.s.s.w.h.writers.HstsHeaderWriter - Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@990b8a9
2020-10-28 14:47:06,296 [http-nio-8080-exec-2] DEBUG  o.s.s.w.a.ExceptionTranslationFilter - Chain processed normally
2020-10-28 14:47:06,296 [http-nio-8080-exec-2] DEBUG  o.s.s.w.c.SecurityContextPersistenceFilter - SecurityContextHolder now cleared, as request processing completed
2020-10-28 14:48:15,981 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 4 of 13 in additional filter chain; firing Filter: 'CorsFilter'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 5 of 13 in additional filter chain; firing Filter: 'LogoutFilter'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', GET]
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'GET /logout'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', POST]
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/logout'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', PUT]
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'PUT /logout'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', DELETE]
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'DELETE /logout'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - No matches found
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 6 of 13 in additional filter chain; firing Filter: 'LoginAuthenticationFilter'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/login'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 7 of 13 in additional filter chain; firing Filter: 'JwtAuthenticationFilter'
2020-10-28 14:48:15,982 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 8 of 13 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 9 of 13 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 10 of 13 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.a.AnonymousAuthenticationFilter - Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@8c92c8c7: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 11 of 13 in additional filter chain; firing Filter: 'SessionManagementFilter'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 12 of 13 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 13 of 13 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/auth/signUp'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'GET /auth/verifyEmail'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/auth/requestResetForgottenPassword'
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /auth/requestResetForgottenPassword; Attributes: [permitAll]
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@8c92c8c7: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.access.vote.AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@6bf964db, returned: 1
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Authorization successful
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - RunAsManager did not change Authentication object
2020-10-28 14:48:15,983 [http-nio-8080-exec-4] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword reached end of additional filter chain; proceeding with original chain
2020-10-28 14:48:15,987 [http-nio-8080-exec-4] INFO   com.jiangwensi.mrbs.utils.LogAspect - Before:com.jiangwensi.mrbs.controller.AuthController
2020-10-28 14:48:15,987 [http-nio-8080-exec-4] INFO   com.jiangwensi.mrbs.utils.LogAspect - [RequestResetForgottenPasswordRequest{email='jiangwensi@hotmail.com', returnUrl='http://localhost:3000/resetForgottenPassword'}]
2020-10-28 14:48:15,995 [http-nio-8080-exec-4] DEBUG  o.s.s.w.h.writers.HstsHeaderWriter - Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@990b8a9
2020-10-28 14:48:15,996 [http-nio-8080-exec-4] DEBUG  o.s.s.w.a.ExceptionTranslationFilter - Chain processed normally
2020-10-28 14:48:15,996 [http-nio-8080-exec-4] DEBUG  o.s.s.w.c.SecurityContextPersistenceFilter - SecurityContextHolder now cleared, as request processing completed
2020-10-28 14:49:21,353 [background-preinit] INFO   o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-10-28 14:49:21,373 [restartedMain] INFO   c.j.m.MeetingRoomBookingSystemApplication - Starting MeetingRoomBookingSystemApplication on DESKTOP-40A7GOP with PID 18552 (D:\MyProjects\mrbs\sourcecodes\mrbs-backend\target\classes started by jwswe in D:\MyProjects\mrbs\sourcecodes\mrbs-backend)
2020-10-28 14:49:21,373 [restartedMain] DEBUG  c.j.m.MeetingRoomBookingSystemApplication - Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
2020-10-28 14:49:21,373 [restartedMain] INFO   c.j.m.MeetingRoomBookingSystemApplication - No active profile set, falling back to default profiles: default
2020-10-28 14:49:21,405 [restartedMain] INFO   o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-10-28 14:49:21,406 [restartedMain] INFO   o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
